id,date,user,pc,activity
{E5Y9-P5WB50FB-4762NHMC},01/03/2010 11:13:18,OBH0499,PC-7989,Connect
{Z2H8-F9FO84JC-0125NDVO},01/03/2010 11:13:58,BQS0525,PC-0269,Disconnect
{P9A2-C4KL63UZ-7416MFOL},01/03/2010 11:15:08,ESJ0670,PC-2321,Connect
{P2M7-U9CI63BQ-8814RLLX},01/03/2010 11:15:11,NAF0326,PC-0384,Disconnect
{B7B4-T5GS13ZE-0725SLNN},01/03/2010 11:16:39,OBH0499,PC-7989,Disconnect
{B2G0-D2MR34JH-9462UCCM},01/03/2010 11:17:44,BQS0525,PC-0269,Connect
{M7Q0-V8TP79BE-3088YAYO},01/03/2010 11:19:53,BSS0369,PC-3672,Connect
{A0L1-Y6VI75UW-3278DZJL},01/03/2010 11:23:28,BSS0369,PC-3672,Disconnect
{T8Q1-M5RQ75VQ-8362HZPU},01/03/2010 11:26:03,BQS0525,PC-0269,Disconnect
{P7E8-D3LC84AT-4861CGJH},01/03/2010 11:26:20,HSB0196,PC-8001,Connect
{T7Q0-W6JI45JN-8031FPJM},01/03/2010 11:27:15,BQS0525,PC-0269,Connect
{F4X5-B2GX13NW-5370RSMB},01/03/2010 11:27:44,BSS0369,PC-3672,Connect
{L8S3-A4IP01HP-5164NSFY},01/03/2010 11:28:24,LBH0942,PC-3640,Connect
{V7X4-E8KM17PW-2500GGVF},01/03/2010 11:30:03,BQS0525,PC-0269,Disconnect
{C6C5-I4BQ39LM-8269YZHV},01/03/2010 11:33:45,HSB0196,PC-8001,Disconnect
{U1P3-W6SX99JV-9568OJWA},01/03/2010 11:36:55,LBH0942,PC-3640,Disconnect
{C5L7-M1GR90ET-6082AJGP},01/03/2010 11:39:06,MLM0950,PC-9787,Connect
{U8B9-R5ZT88QM-3540LZLG},01/03/2010 11:40:06,MLM0950,PC-9787,Disconnect
{J8N8-A9YY71TX-4819YMJT},01/03/2010 11:46:12,BVC0790,PC-0008,Disconnect
{U0L9-A4XU43IF-5023TAHP},01/03/2010 11:46:48,BSS0369,PC-3672,Disconnect
{H4C5-S4PN73VO-7691BLNL},01/03/2010 11:59:48,HSB0196,PC-8001,Connect
{J7E1-D1AD15SY-0125OYKU},01/03/2010 12:15:25,HSB0196,PC-8001,Disconnect
{A6Y8-E6KR01HZ-7948ABCV},01/03/2010 12:22:12,ESJ0670,PC-2321,Disconnect
{D7L8-C2SU73ZN-5601BFOU},01/03/2010 12:33:55,BSS0369,PC-3672,Connect
{C2D8-C0FE14QW-8634HDGX},01/03/2010 12:40:55,DLM0051,PC-0166,Connect
{P3X4-O9JV02DS-7230LRTL},01/03/2010 12:44:11,LBF0214,PC-3819,Connect
{Y3O4-C0ME74OD-6557GEKT},01/03/2010 12:47:31,DLM0051,PC-0166,Disconnect
{V1X7-K0SJ37KD-7064MJGL},01/03/2010 12:57:31,BQS0525,PC-0269,Connect
{J8L5-G4RG52LD-1402AXWN},01/03/2010 12:58:30,LBF0214,PC-3819,Disconnect
{D5B9-E3WH54LK-7259PYTC},01/03/2010 13:04:13,ATE0869,PC-1313,Connect
{H1A0-J6BH73FR-3660LBFW},01/03/2010 13:04:26,BQS0525,PC-0269,Disconnect
{V8Q7-T9IY99RN-0502IINX},01/03/2010 13:12:31,BSS0369,PC-3672,Disconnect
{A6U7-F5RQ56RU-2517AVOS},01/03/2010 13:16:22,HSB0196,PC-8001,Connect
{O9U8-K8BY25YX-8282HZHF},01/03/2010 13:21:29,DLM0051,PC-0166,Connect
{O1V5-Q1MS40SR-9427BHWB},01/03/2010 13:23:14,DLM0051,PC-0166,Disconnect
{O8R8-M4BW58IS-5957XMHG},01/03/2010 13:23:28,ATE0869,PC-1313,Disconnect
{V7V7-R1NA33UA-3202HBZH},01/03/2010 13:26:19,BQS0525,PC-0269,Connect
{Y8J4-Y5UX75IF-0757JAZY},01/03/2010 13:28:05,DLM0051,PC-0166,Connect
{B9V9-U1XV89EL-2160OIFZ},01/03/2010 13:31:26,IRM0931,PC-7188,Connect
{M5G5-P4FN48YK-8122GFVN},01/03/2010 13:36:05,BSS0369,PC-3672,Connect
{J3T0-J8FV29PN-1547KEDP},01/03/2010 13:46:28,LBH0942,PC-3640,Connect
{T9P8-C0VG87NL-9962CDLB},01/03/2010 13:47:42,HSB0196,PC-8001,Disconnect
{V3D2-Q3VE86HW-4096MUPY},01/03/2010 13:53:43,NAF0326,PC-0384,Connect
{S2Q3-N2PR00XD-7962JXYZ},01/03/2010 13:56:32,LBH0942,PC-3640,Disconnect
{T4D9-P9FC14LK-3271ZMQV},01/03/2010 13:58:08,BQS0525,PC-0269,Disconnect
{U4I3-P8CE69HF-1416YEPJ},01/03/2010 14:02:18,BSS0369,PC-3672,Disconnect
{Y6V9-N5LW45LT-3359WEWW},01/03/2010 14:08:20,IRM0931,PC-7188,Disconnect
{Z5C7-H6DK70XF-0780VGNO},01/03/2010 14:08:32,DLM0051,PC-0166,Disconnect
{Y3O7-H0JL47VW-4729NXYL},01/03/2010 14:17:48,DLM0051,PC-0166,Connect
{D2R7-J1SC84FI-8829VTWV},01/03/2010 14:18:59,LBH0942,PC-3640,Connect
{N1L6-A0VT92PF-0928UYJB},01/03/2010 14:19:49,BQS0525,PC-0269,Connect
{R5Q3-W1EA79NE-3517PNVE},01/03/2010 14:23:57,BSS0369,PC-3672,Connect
{N4A5-C4LV39ZK-5390SXBC},01/03/2010 14:24:18,BQS0525,PC-0269,Disconnect
{A4N1-G6NS94WF-2615YBFY},01/03/2010 14:27:56,LBH0942,PC-3640,Disconnect
{E9W4-G5TS10GK-3029NTIK},01/03/2010 14:31:55,TDS0984,PC-7088,Connect
{O2T0-H7RC46MI-8111KKJP},01/03/2010 14:34:55,OBH0499,PC-7989,Connect
{Y3R3-H9PJ83RG-7672ZELK},01/03/2010 14:37:07,OBH0499,PC-7989,Disconnect
{X5S1-W1DK52UW-9112MZQG},01/03/2010 14:39:00,TDS0984,PC-7088,Disconnect
{W9H4-R4VY58VG-4294VLLY},01/03/2010 14:45:27,NAF0326,PC-0384,Disconnect
{W8R3-Q3PC82XV-0794LGPG},01/03/2010 14:46:39,OBH0499,PC-7989,Connect
{V0V2-U0WV26ZJ-1518SJQP},01/03/2010 14:49:34,DLM0051,PC-0166,Disconnect
{M3Z7-H2JE64SY-9922TAQI},01/03/2010 14:49:37,OBH0499,PC-7989,Disconnect
{Q0C1-J0HE91BZ-5670OIAT},01/03/2010 14:50:25,OBH0499,PC-7989,Connect
{E7U7-W3QD01OZ-7696MHXH},01/03/2010 14:51:52,OBH0499,PC-7989,Disconnect
{B9E8-M8CX69BR-4826SVQH},01/03/2010 14:53:04,MLM0950,PC-9787,Connect
{M1I0-P2NC08CU-9574ACEE},01/03/2010 14:53:33,OBH0499,PC-7989,Connect
{Z7H8-B6TD58FD-5683OBOY},01/03/2010 14:53:57,BSS0369,PC-3672,Disconnect
{N3V8-X5HI38XU-4969GZAZ},01/03/2010 14:57:50,HSB0196,PC-8001,Connect
{I3R3-T1BF83UB-3473ABYH},01/03/2010 14:58:42,BSS0369,PC-3672,Connect
{Y0K1-K6KC39GI-3209JPXO},01/03/2010 14:59:01,OBH0499,PC-7989,Disconnect
{G9P0-G6HQ92LS-6995ZBMV},01/03/2010 15:00:22,NAF0326,PC-0384,Connect
{W9V3-G9PH29NA-2289QERL},01/03/2010 15:00:48,OBH0499,PC-7989,Connect
{L3B0-I7RV31LK-6465XQTH},01/03/2010 15:00:55,HSB0196,PC-8001,Disconnect
{R9D6-R9MX26GD-8744YIFY},01/03/2010 15:03:36,OBH0499,PC-7989,Disconnect
{S8U6-L6QY30QQ-8523RZAH},01/03/2010 15:05:41,MLM0950,PC-9787,Disconnect
{N9D5-Q7OR51SB-1520APWY},01/03/2010 15:19:26,BSS0369,PC-3672,Disconnect
{J2N7-I6ZO90TK-3981ARMT},01/03/2010 15:19:43,BRB0355,PC-9896,Connect
{Y7W6-G3OQ26OV-6962UWAU},01/03/2010 15:23:34,DLM0051,PC-0166,Connect
{X8E8-Z8EY02SK-4130UCUQ},01/03/2010 15:27:55,NAF0326,PC-0384,Disconnect
{U6K8-M0MP06JC-3750WHRL},01/03/2010 15:30:58,BQS0525,PC-0269,Connect
{K1W9-N6GC69PT-7804TZPH},01/03/2010 15:38:28,BQS0525,PC-0269,Disconnect
{N2G9-U2YG26AK-1219OHJX},01/03/2010 15:38:51,BRB0355,PC-9896,Disconnect
{Y1M2-V2HH93YM-3229STFS},01/03/2010 15:44:40,BQS0525,PC-0269,Connect
{C8L3-Z0YV08FL-3701QRKA},01/03/2010 15:46:25,BRB0355,PC-9896,Connect
{W6S7-N6EW60LS-8899FJTS},01/03/2010 15:46:43,LBF0214,PC-3819,Connect
{T9X9-A9ZK66PA-4400IKOL},01/03/2010 15:46:51,DLM0051,PC-0166,Disconnect
{S9R7-X3ZC14ZM-6170KXJR},01/03/2010 15:47:21,LBF0214,PC-3819,Disconnect
{H8X5-X0YA56BF-2815KQKJ},01/03/2010 16:01:23,BRB0355,PC-9896,Disconnect
{B0V4-Z4BH71FV-0386OXKY},01/03/2010 16:02:17,BQS0525,PC-0269,Disconnect
{A2E1-Z4FE26KD-1177GJCI},01/03/2010 16:02:58,BQS0525,PC-0269,Connect
{D1D1-L4JR31JS-6553YTGX},01/03/2010 16:15:44,LBH0942,PC-3640,Connect
{G9D8-W5GL23GC-4198VENY},01/03/2010 16:20:00,LBH0942,PC-3640,Disconnect
{S5Q6-Y2WB44OU-8851IMNX},01/03/2010 16:31:31,BQS0525,PC-0269,Disconnect
{D9H2-E0RX86BG-4082OMIP},01/03/2010 16:42:56,ATE0869,PC-1313,Connect
{Y7S9-E0AS92ZX-4191GSUM},01/03/2010 16:44:37,HSB0196,PC-8001,Connect
{C1C4-Y4YY28WJ-3087NKEB},01/03/2010 16:46:19,HSB0196,PC-8001,Disconnect
{O5J9-B6TO85II-3134NCXA},01/03/2010 17:08:03,ATE0869,PC-1313,Disconnect
{Y8T6-D9PW41EF-8526GFOX},01/03/2010 17:34:03,HSB0196,PC-8001,Connect
{Y8B5-M5IK79MN-7248JEKQ},01/03/2010 17:41:32,HSB0196,PC-8001,Disconnect
{A8Z4-Z5HZ44IV-3693BNMM},01/03/2010 17:43:34,NMS0280,PC-8262,Connect
{T0E6-L1VX95YX-8119MBQG},01/03/2010 17:45:52,NMS0280,PC-8262,Disconnect
{K9P9-G8IJ81JI-1390IAEZ},01/03/2010 18:00:51,BVC0790,PC-0008,Connect
{K0D7-E0KS91OB-5744SORX},01/03/2010 18:00:53,BVC0790,PC-0008,Disconnect
{A2D8-L9BY88WI-2086XGWS},01/04/2010 00:20:11,MOS0047,PC-5909,Connect
{S7C3-Y8WA42QM-5200MXDS},01/04/2010 00:20:56,MOS0047,PC-5909,Disconnect
{Y9E1-Q1AM50CP-0449MFAA},01/04/2010 02:37:15,EIS0041,PC-5508,Connect
{Y2U8-J6DE90VX-7260ZZUX},01/04/2010 02:39:49,EIS0041,PC-5508,Disconnect
{V9J5-Q8OW26UP-6746RHSP},01/04/2010 02:50:34,MOS0047,PC-3459,Connect
{A9S9-E7MK24HL-6063GGCW},01/04/2010 02:51:04,MOS0047,PC-3459,Disconnect
