date,user
07/30/2010,DIB0285
08/02/2010,DIB0285
08/03/2010,DIB0285
08/04/2010,DIB0285
08/05/2010,DIB0285
08/06/2010,DIB0285
08/09/2010,DIB0285
08/10/2010,DIB0285
08/11/2010,DIB0285
08/12/2010,DIB0285
08/13/2010,DIB0285
08/16/2010,DIB0285
08/17/2010,DIB0285
08/18/2010,DIB0285
08/19/2010,DIB0285
08/20/2010,DIB0285
08/23/2010,DIB0285
08/24/2010,DIB0285
09/03/2010,DIB0285
09/07/2010,DIB0285
09/08/2010,DIB0285
09/10/2010,DIB0285
09/13/2010,DIB0285
01/04/2011,DRR0162
11/11/2010,DRR0162
11/12/2010,DRR0162
11/15/2010,DRR0162
11/16/2010,DRR0162
11/17/2010,DRR0162
11/18/2010,DRR0162
11/19/2010,DRR0162
11/22/2010,DRR0162
11/23/2010,DRR0162
11/24/2010,DRR0162
11/29/2010,DRR0162
11/30/2010,DRR0162
12/01/2010,DRR0162
12/02/2010,DRR0162
12/03/2010,DRR0162
12/06/2010,DRR0162
12/07/2010,DRR0162
12/08/2010,DRR0162
12/09/2010,DRR0162
12/10/2010,DRR0162
12/13/2010,DRR0162
12/16/2010,DRR0162
12/21/2010,DRR0162
12/22/2010,DRR0162
12/27/2010,DRR0162
12/28/2010,DRR0162
12/29/2010,DRR0162
10/18/2010,EDB0714
10/19/2010,EDB0714
10/20/2010,EDB0714
10/21/2010,EDB0714
10/22/2010,EDB0714
10/25/2010,EDB0714
10/26/2010,EDB0714
10/27/2010,EDB0714
10/28/2010,EDB0714
10/29/2010,EDB0714
11/01/2010,EDB0714
11/02/2010,EDB0714
11/03/2010,EDB0714
11/04/2010,EDB0714
11/05/2010,EDB0714
11/08/2010,EDB0714
11/09/2010,EDB0714
11/10/2010,EDB0714
11/11/2010,EDB0714
11/12/2010,EDB0714
11/15/2010,EDB0714
11/16/2010,EDB0714
11/18/2010,EDB0714
11/22/2010,EDB0714
11/24/2010,EDB0714
11/29/2010,EDB0714
11/30/2010,EDB0714
12/03/2010,EDB0714
12/14/2010,EDB0714
08/02/2010,EGD0132
08/03/2010,EGD0132
08/04/2010,EGD0132
08/05/2010,EGD0132
08/06/2010,EGD0132
08/09/2010,EGD0132
08/10/2010,EGD0132
08/11/2010,EGD0132
08/12/2010,EGD0132
08/13/2010,EGD0132
08/16/2010,EGD0132
08/17/2010,EGD0132
08/18/2010,EGD0132
08/19/2010,EGD0132
08/20/2010,EGD0132
08/23/2010,EGD0132
08/24/2010,EGD0132
08/25/2010,EGD0132
08/26/2010,EGD0132
08/27/2010,EGD0132
08/30/2010,EGD0132
08/31/2010,EGD0132
09/02/2010,EGD0132
09/08/2010,EGD0132
09/14/2010,EGD0132
09/15/2010,EGD0132
09/17/2010,EGD0132
09/24/2010,EGD0132
09/28/2010,EGD0132
07/22/2010,EHB0824
07/23/2010,EHB0824
07/27/2010,EHB0824
07/28/2010,EHB0824
07/29/2010,EHB0824
10/02/2010,EHD0584
10/07/2010,EHD0584
10/08/2010,EHD0584
06/10/2010,FAW0032
06/11/2010,FAW0032
06/17/2010,FAW0032
06/18/2010,FAW0032
07/15/2010,FAW0032
07/16/2010,FAW0032
07/22/2010,FAW0032
07/23/2010,FAW0032
08/12/2010,FAW0032
08/13/2010,FAW0032
10/14/2010,FAW0032
10/15/2010,FAW0032
11/04/2010,FAW0032
11/05/2010,FAW0032
12/09/2010,FAW0032
12/10/2010,FAW0032
04/28/2011,FBA0348
04/29/2011,FBA0348
09/30/2010,FBA0348
10/01/2010,FBA0348
01/05/2011,FMG0527
01/11/2011,FMG0527
01/12/2011,FMG0527
01/18/2011,FSC0601
01/19/2011,FSC0601
01/20/2011,FSC0601
01/21/2011,FSC0601
01/24/2011,FSC0601
01/25/2011,FSC0601
01/26/2011,FSC0601
01/27/2011,FSC0601
01/28/2011,FSC0601
01/31/2011,FSC0601
02/01/2011,FSC0601
02/02/2011,FSC0601
02/03/2011,FSC0601
02/04/2011,FSC0601
02/07/2011,FSC0601
02/08/2011,FSC0601
02/09/2011,FSC0601
02/10/2011,FSC0601
02/11/2011,FSC0601
02/14/2011,FSC0601
02/15/2011,FSC0601
02/16/2011,FSC0601
02/17/2011,FSC0601
02/22/2011,FSC0601
03/03/2011,FSC0601
03/04/2011,FSC0601
03/07/2011,FSC0601
03/09/2011,FSC0601
03/17/2011,FSC0601
11/25/2010,FTM0406
12/02/2010,FTM0406
11/09/2010,GHL0460
06/17/2010,GTD0219
06/18/2010,GTD0219
02/14/2011,HBO0413
02/15/2011,HBO0413
02/16/2011,HBO0413
02/17/2011,HBO0413
02/18/2011,HBO0413
02/21/2011,HBO0413
02/22/2011,HBO0413
02/23/2011,HBO0413
02/24/2011,HBO0413
02/25/2011,HBO0413
02/28/2011,HBO0413
03/01/2011,HBO0413
03/02/2011,HBO0413
03/03/2011,HBO0413
03/04/2011,HBO0413
03/07/2011,HBO0413
03/08/2011,HBO0413
03/09/2011,HBO0413
03/10/2011,HBO0413
03/11/2011,HBO0413
03/14/2011,HBO0413
03/16/2011,HBO0413
03/22/2011,HBO0413
03/24/2011,HBO0413
03/25/2011,HBO0413
03/28/2011,HBO0413
04/07/2011,HBO0413
04/08/2011,HBO0413
11/19/2010,HJB0742
11/24/2010,HJB0742
11/25/2010,HJB0742
08/31/2010,HXL0968
09/01/2010,HXL0968
09/02/2010,HXL0968
09/03/2010,HXL0968
09/07/2010,HXL0968
09/08/2010,HXL0968
09/09/2010,HXL0968
09/10/2010,HXL0968
09/13/2010,HXL0968
09/14/2010,HXL0968
09/15/2010,HXL0968
09/16/2010,HXL0968
09/17/2010,HXL0968
09/20/2010,HXL0968
09/21/2010,HXL0968
09/22/2010,HXL0968
09/23/2010,HXL0968
09/24/2010,HXL0968
09/27/2010,HXL0968
09/28/2010,HXL0968
09/29/2010,HXL0968
09/30/2010,HXL0968
10/05/2010,HXL0968
10/06/2010,HXL0968
10/08/2010,HXL0968
10/11/2010,HXL0968
10/13/2010,HXL0968
10/14/2010,HXL0968
10/15/2010,HXL0968
10/20/2010,HXL0968
10/25/2010,HXL0968
10/28/2010,HXL0968
07/06/2010,IJM0776
07/07/2010,IJM0776
07/08/2010,IJM0776
07/09/2010,IJM0776
07/12/2010,IJM0776
07/13/2010,IJM0776
07/14/2010,IJM0776
07/15/2010,IJM0776
07/16/2010,IJM0776
07/19/2010,IJM0776
07/20/2010,IJM0776
07/21/2010,IJM0776
07/22/2010,IJM0776
07/23/2010,IJM0776
07/26/2010,IJM0776
07/27/2010,IJM0776
07/28/2010,IJM0776
07/29/2010,IJM0776
07/30/2010,IJM0776
08/02/2010,IJM0776
08/03/2010,IJM0776
08/04/2010,IJM0776
08/06/2010,IJM0776
08/09/2010,IJM0776
08/17/2010,IJM0776
08/18/2010,IJM0776
08/19/2010,IJM0776
09/01/2010,IJM0776
01/03/2011,IKR0401
01/04/2011,IKR0401
01/05/2011,IKR0401
01/06/2011,IKR0401
01/07/2011,IKR0401
01/10/2011,IKR0401
01/11/2011,IKR0401
01/12/2011,IKR0401
01/13/2011,IKR0401
01/14/2011,IKR0401
01/17/2011,IKR0401
01/18/2011,IKR0401
01/19/2011,IKR0401
01/20/2011,IKR0401
01/21/2011,IKR0401
01/25/2011,IKR0401
01/28/2011,IKR0401
01/31/2011,IKR0401
02/02/2011,IKR0401
02/03/2011,IKR0401
02/04/2011,IKR0401
02/07/2011,IKR0401
02/09/2011,IKR0401
02/17/2011,IKR0401
12/27/2010,IKR0401
12/28/2010,IKR0401
12/29/2010,IKR0401
12/30/2010,IKR0401
10/06/2010,IUB0565
10/07/2010,IUB0565
10/08/2010,IUB0565
10/11/2010,IUB0565
10/12/2010,IUB0565
10/13/2010,IUB0565
10/14/2010,IUB0565
10/15/2010,IUB0565
10/18/2010,IUB0565
10/19/2010,IUB0565
10/20/2010,IUB0565
10/21/2010,IUB0565
10/22/2010,IUB0565
10/25/2010,IUB0565
10/26/2010,IUB0565
10/27/2010,IUB0565
10/28/2010,IUB0565
10/29/2010,IUB0565
11/01/2010,IUB0565
11/02/2010,IUB0565
11/03/2010,IUB0565
11/04/2010,IUB0565
11/05/2010,IUB0565
11/10/2010,IUB0565
11/16/2010,IUB0565
11/19/2010,IUB0565
11/22/2010,IUB0565
11/30/2010,IUB0565
07/15/2010,JGT0221
07/16/2010,JGT0221
09/02/2010,JJM0203
09/03/2010,JJM0203
09/07/2010,JJM0203
09/08/2010,JJM0203
09/09/2010,JJM0203
09/10/2010,JJM0203
09/13/2010,JJM0203
09/14/2010,JJM0203
09/15/2010,JJM0203
09/16/2010,JJM0203
09/17/2010,JJM0203
09/20/2010,JJM0203
09/21/2010,JJM0203
09/22/2010,JJM0203
09/23/2010,JJM0203
09/24/2010,JJM0203
09/27/2010,JJM0203
09/28/2010,JJM0203
09/29/2010,JJM0203
09/30/2010,JJM0203
10/01/2010,JJM0203
10/04/2010,JJM0203
10/07/2010,JJM0203
10/12/2010,JJM0203
10/14/2010,JJM0203
10/18/2010,JJM0203
10/19/2010,JJM0203
04/28/2011,JLM0364
04/29/2011,JLM0364
07/14/2010,JMB0308
07/15/2010,JMB0308
07/20/2010,JMB0308
07/21/2010,JMB0308
01/19/2011,JRG0207
01/20/2011,JRG0207
01/25/2011,JRG0207
01/26/2011,JRG0207
07/22/2010,JTM0223
07/23/2010,JTM0223
02/12/2011,KLH0596
07/07/2010,KPC0073
07/12/2010,KPC0073
07/13/2010,KPC0073
07/15/2010,KPC0073
01/03/2011,KRL0501
01/05/2011,KRL0501
01/06/2011,KRL0501
01/19/2011,KRL0501
11/22/2010,KRL0501
11/23/2010,KRL0501
11/24/2010,KRL0501
11/29/2010,KRL0501
11/30/2010,KRL0501
12/01/2010,KRL0501
12/02/2010,KRL0501
12/03/2010,KRL0501
12/06/2010,KRL0501
12/07/2010,KRL0501
12/08/2010,KRL0501
12/09/2010,KRL0501
12/10/2010,KRL0501
12/13/2010,KRL0501
12/14/2010,KRL0501
12/15/2010,KRL0501
12/16/2010,KRL0501
12/17/2010,KRL0501
12/20/2010,KRL0501
12/21/2010,KRL0501
12/22/2010,KRL0501
12/27/2010,KRL0501
12/28/2010,KRL0501
12/30/2010,KRL0501
06/16/2010,LCC0819
06/17/2010,LCC0819
06/18/2010,LCC0819
06/21/2010,LCC0819
06/22/2010,LCC0819
06/23/2010,LCC0819
06/24/2010,LCC0819
06/25/2010,LCC0819
06/28/2010,LCC0819
06/29/2010,LCC0819
06/30/2010,LCC0819
07/01/2010,LCC0819
07/02/2010,LCC0819
07/06/2010,LCC0819
07/07/2010,LCC0819
07/08/2010,LCC0819
07/09/2010,LCC0819
07/12/2010,LCC0819
07/13/2010,LCC0819
07/14/2010,LCC0819
07/15/2010,LCC0819
07/16/2010,LCC0819
07/21/2010,LCC0819
07/26/2010,LCC0819
07/28/2010,LCC0819
07/30/2010,LCC0819
08/02/2010,LCC0819
08/10/2010,LCC0819
07/31/2010,LJR0523
08/05/2010,LJR0523
08/07/2010,LJR0523
08/11/2010,LJR0523
09/14/2010,LQC0479
09/15/2010,LQC0479
09/21/2010,LQC0479
09/22/2010,LQC0479
02/08/2011,MAR0955
02/09/2011,MAR0955
02/11/2011,MAR0955
09/29/2010,MAS0025
09/30/2010,MAS0025
09/20/2010,MCF0600
09/21/2010,MCF0600
09/22/2010,MCF0600
09/23/2010,MCF0600
01/04/2011,MDH0580
01/05/2011,MDH0580
01/06/2011,MDH0580
01/07/2011,MDH0580
01/10/2011,MDH0580
01/11/2011,MDH0580
01/12/2011,MDH0580
01/13/2011,MDH0580
01/14/2011,MDH0580
01/17/2011,MDH0580
01/18/2011,MDH0580
01/19/2011,MDH0580
01/20/2011,MDH0580
01/21/2011,MDH0580
01/24/2011,MDH0580
01/25/2011,MDH0580
01/26/2011,MDH0580
01/27/2011,MDH0580
01/28/2011,MDH0580
01/31/2011,MDH0580
02/01/2011,MDH0580
02/02/2011,MDH0580
02/03/2011,MDH0580
02/08/2011,MDH0580
02/11/2011,MDH0580
02/17/2011,MDH0580
02/18/2011,MDH0580
02/28/2011,MDH0580
03/03/2011,MDH0580
07/15/2010,MOS0047
07/16/2010,MOS0047
07/19/2010,MOS0047
07/20/2010,MOS0047
07/21/2010,MOS0047
07/22/2010,MOS0047
07/23/2010,MOS0047
07/26/2010,MOS0047
07/27/2010,MOS0047
07/28/2010,MOS0047
07/29/2010,MOS0047
07/30/2010,MOS0047
08/02/2010,MOS0047
08/03/2010,MOS0047
08/04/2010,MOS0047
08/05/2010,MOS0047
08/06/2010,MOS0047
08/09/2010,MOS0047
08/10/2010,MOS0047
08/11/2010,MOS0047
08/12/2010,MOS0047
08/13/2010,MOS0047
08/16/2010,MOS0047
08/19/2010,MOS0047
08/23/2010,MOS0047
08/24/2010,MOS0047
08/25/2010,MOS0047
08/27/2010,MOS0047
08/30/2010,MOS0047
08/31/2010,MOS0047
09/01/2010,MOS0047
09/03/2010,MOS0047
09/07/2010,MOS0047
09/09/2010,MOS0047
09/10/2010,MOS0047
11/04/2010,MPM0220
11/05/2010,MPM0220
12/09/2010,MSO0222
12/10/2010,MSO0222
12/13/2010,MYD0978
12/14/2010,MYD0978
12/15/2010,MYD0978
12/18/2010,MYD0978
02/07/2011,NWT0098
02/08/2011,NWT0098
02/09/2011,NWT0098
02/10/2011,NWT0098
02/11/2011,NWT0098
02/14/2011,NWT0098
02/15/2011,NWT0098
02/16/2011,NWT0098
02/17/2011,NWT0098
02/18/2011,NWT0098
02/21/2011,NWT0098
02/22/2011,NWT0098
02/23/2011,NWT0098
02/24/2011,NWT0098
02/25/2011,NWT0098
02/28/2011,NWT0098
03/01/2011,NWT0098
03/02/2011,NWT0098
03/03/2011,NWT0098
03/04/2011,NWT0098
03/07/2011,NWT0098
03/08/2011,NWT0098
03/16/2011,NWT0098
03/21/2011,NWT0098
03/22/2011,NWT0098
03/23/2011,NWT0098
03/25/2011,NWT0098
04/01/2011,NWT0098
04/05/2011,NWT0098
06/14/2010,PNL0301
06/15/2010,PNL0301
06/16/2010,PNL0301
06/17/2010,PNL0301
06/18/2010,PNL0301
06/21/2010,PNL0301
06/22/2010,PNL0301
06/23/2010,PNL0301
06/24/2010,PNL0301
06/25/2010,PNL0301
06/28/2010,PNL0301
06/29/2010,PNL0301
06/30/2010,PNL0301
07/01/2010,PNL0301
07/02/2010,PNL0301
07/06/2010,PNL0301
07/07/2010,PNL0301
07/08/2010,PNL0301
07/09/2010,PNL0301
07/12/2010,PNL0301
07/13/2010,PNL0301
07/14/2010,PNL0301
07/19/2010,PNL0301
07/22/2010,PNL0301
07/26/2010,PNL0301
07/27/2010,PNL0301
07/29/2010,PNL0301
08/03/2010,PNL0301
02/09/2011,PPF0435
08/02/2010,PSF0133
08/03/2010,PSF0133
08/04/2010,PSF0133
08/05/2010,PSF0133
08/06/2010,PSF0133
08/09/2010,PSF0133
08/10/2010,PSF0133
08/11/2010,PSF0133
08/12/2010,PSF0133
08/13/2010,PSF0133
08/16/2010,PSF0133
08/17/2010,PSF0133
08/18/2010,PSF0133
08/19/2010,PSF0133
08/20/2010,PSF0133
08/23/2010,PSF0133
08/24/2010,PSF0133
08/25/2010,PSF0133
08/26/2010,PSF0133
08/27/2010,PSF0133
08/30/2010,PSF0133
08/31/2010,PSF0133
09/01/2010,PSF0133
09/03/2010,PSF0133
09/09/2010,PSF0133
09/14/2010,PSF0133
09/15/2010,PSF0133
09/16/2010,PSF0133
09/21/2010,PSF0133
09/29/2010,PSF0133
09/13/2010,RAB0589
09/14/2010,RAB0589
09/23/2010,RAB0589
07/06/2010,RAR0725
07/07/2010,RAR0725
07/08/2010,RAR0725
07/09/2010,RAR0725
07/12/2010,RAR0725
07/13/2010,RAR0725
07/14/2010,RAR0725
07/15/2010,RAR0725
07/16/2010,RAR0725
07/19/2010,RAR0725
07/20/2010,RAR0725
07/21/2010,RAR0725
07/22/2010,RAR0725
07/23/2010,RAR0725
07/26/2010,RAR0725
07/27/2010,RAR0725
07/28/2010,RAR0725
07/29/2010,RAR0725
07/30/2010,RAR0725
08/02/2010,RAR0725
08/03/2010,RAR0725
08/04/2010,RAR0725
08/06/2010,RAR0725
08/09/2010,RAR0725
08/12/2010,RAR0725
08/18/2010,RAR0725
08/19/2010,RAR0725
10/20/2010,RGG0064
10/21/2010,RGG0064
10/22/2010,RGG0064
10/27/2010,RGG0064
07/13/2010,RHL0992
07/14/2010,RHL0992
07/15/2010,RHL0992
07/16/2010,RHL0992
07/19/2010,RHL0992
07/20/2010,RHL0992
07/21/2010,RHL0992
07/22/2010,RHL0992
07/23/2010,RHL0992
07/26/2010,RHL0992
07/27/2010,RHL0992
07/28/2010,RHL0992
07/29/2010,RHL0992
07/30/2010,RHL0992
08/02/2010,RHL0992
08/03/2010,RHL0992
08/04/2010,RHL0992
08/05/2010,RHL0992
08/06/2010,RHL0992
08/09/2010,RHL0992
08/10/2010,RHL0992
08/11/2010,RHL0992
08/12/2010,RHL0992
08/20/2010,RHL0992
08/26/2010,RHL0992
08/27/2010,RHL0992
09/01/2010,RHL0992
09/09/2010,RHL0992
07/13/2010,RKD0604
07/14/2010,RKD0604
07/20/2010,RKD0604
06/21/2010,RMW0542
06/22/2010,RMW0542
06/23/2010,RMW0542
06/24/2010,RMW0542
06/25/2010,RMW0542
06/28/2010,RMW0542
06/29/2010,RMW0542
06/30/2010,RMW0542
07/01/2010,RMW0542
07/02/2010,RMW0542
07/06/2010,RMW0542
07/07/2010,RMW0542
07/08/2010,RMW0542
07/09/2010,RMW0542
07/12/2010,RMW0542
07/13/2010,RMW0542
07/14/2010,RMW0542
07/15/2010,RMW0542
07/16/2010,RMW0542
07/19/2010,RMW0542
07/20/2010,RMW0542
07/21/2010,RMW0542
07/23/2010,RMW0542
07/26/2010,RMW0542
07/29/2010,RMW0542
08/04/2010,RMW0542
08/05/2010,RMW0542
08/10/2010,RMW0542
08/18/2010,RMW0542
10/23/2010,TAP0551
10/29/2010,TAP0551
10/15/2010,TNM0961
10/18/2010,TNM0961
10/19/2010,TNM0961
10/20/2010,TNM0961
10/21/2010,TNM0961
10/22/2010,TNM0961
10/25/2010,TNM0961
10/26/2010,TNM0961
10/27/2010,TNM0961
10/28/2010,TNM0961
10/29/2010,TNM0961
11/01/2010,TNM0961
11/02/2010,TNM0961
11/03/2010,TNM0961
11/04/2010,TNM0961
11/05/2010,TNM0961
11/08/2010,TNM0961
11/09/2010,TNM0961
11/10/2010,TNM0961
11/11/2010,TNM0961
11/12/2010,TNM0961
11/16/2010,TNM0961
11/19/2010,TNM0961
11/22/2010,TNM0961
11/30/2010,TNM0961
12/01/2010,TNM0961
12/02/2010,TNM0961
12/09/2010,TNM0961
09/07/2010,VSS0154
09/08/2010,VSS0154
09/09/2010,VSS0154
09/10/2010,VSS0154
09/13/2010,VSS0154
09/14/2010,VSS0154
09/15/2010,VSS0154
09/16/2010,VSS0154
09/17/2010,VSS0154
09/20/2010,VSS0154
09/21/2010,VSS0154
09/22/2010,VSS0154
09/23/2010,VSS0154
09/24/2010,VSS0154
09/27/2010,VSS0154
09/28/2010,VSS0154
09/29/2010,VSS0154
09/30/2010,VSS0154
10/01/2010,VSS0154
10/04/2010,VSS0154
10/05/2010,VSS0154
10/07/2010,VSS0154
10/13/2010,VSS0154
10/19/2010,VSS0154
10/22/2010,VSS0154
10/29/2010,VSS0154
02/24/2011,WDD0366
03/02/2011,WDD0366
03/03/2011,WDD0366
08/09/2010,XHW0498
08/10/2010,XHW0498
08/11/2010,XHW0498
08/12/2010,XHW0498
08/13/2010,XHW0498
08/16/2010,XHW0498
08/17/2010,XHW0498
08/18/2010,XHW0498
08/19/2010,XHW0498
08/20/2010,XHW0498
08/23/2010,XHW0498
08/24/2010,XHW0498
08/25/2010,XHW0498
08/26/2010,XHW0498
08/27/2010,XHW0498
08/30/2010,XHW0498
08/31/2010,XHW0498
09/01/2010,XHW0498
09/02/2010,XHW0498
09/03/2010,XHW0498
09/07/2010,XHW0498
09/08/2010,XHW0498
09/10/2010,XHW0498
09/13/2010,XHW0498
09/14/2010,XHW0498
09/16/2010,XHW0498
09/21/2010,XHW0498
09/23/2010,XHW0498
10/06/2010,XHW0498
